N,Train Ppl,Test Ppl,Contexts,Avg Branching
1,422.723442162666,384.61643744664633,1,1223.0
2,52.335851326143384,49.465713300157645,1223,144.74897792313982
3,14.765559022709436,38.51924786309274,176814,6.079722193943918
4,10.657811876720126,97.51671376053726,1073368,1.9588659248272726
5,10.93116495054483,253.99646333477068,2095570,1.341646902751996
