Alpha,N,Train Ppl,Test Ppl,Contexts,Avg Branching
0.4,1,780.7289072743699,573.7157767120863,1,28784.0
0.4,2,59.46781211310461,120.71867595549895,28784,20.26212479155086
0.4,3,7.92087697066162,447.92293598376807,583225,2.3082703930729993
0.4,4,2.482557228163913,2053.3364353258357,1345549,1.331414166262247
0.4,5,1.5774098074322733,5528.827495391896,1784191,1.126948291970983
