N,Train Ppl,Test Ppl,Contexts,Avg Branching
1,422.72348049807374,384.61688583637135,1,1223.0
2,53.654952585803606,48.79746074440984,1223,144.74897792313982
3,28.425735936736032,47.472129526531454,176814,6.079722193943918
4,44.87926660646597,147.4684463057952,1073368,1.9588659248272726
5,66.89022299201649,361.1595934975727,2095570,1.341646902751996
