N,Train Ppl,Test Ppl,Contexts,Avg Branching
1,422.7239915129066,384.6190950499948,1,1223.0
2,58.66526048043766,51.87332272457756,1223,144.74897792313982
3,65.12851861245787,80.23875097924052,176814,6.079722193943918
4,146.37635574968579,252.21622984182207,1073368,1.9588659248272726
5,236.58375541099915,519.2830277287089,2095570,1.341646902751996
