N,Train Ppl,Test Ppl,Contexts,Avg Branching
1,422.72530077223973,384.6223039300166,1,1223.0
2,63.967564669174386,55.83722568856828,1223,144.74897792313982
3,98.74574360119698,108.85954496044926,176814,6.079722193943918
4,232.53697073921975,323.0367432035478,1073368,1.9588659248272726
5,369.8001675513635,606.3949152717084,2095570,1.341646902751996
