Alpha,N,Train Ppl,Test Ppl,Contexts,Avg Branching
0.4,1,422.723442162666,384.616437446647,1,1223.0
0.4,2,52.1716030204742,45.28836920248647,1223,144.74897792313982
0.4,3,11.451101121232357,24.90251260826393,176814,6.079722193943918
0.4,4,3.8610600832862705,57.35863223388344,1073368,1.9588659248272726
0.4,5,2.063650714593059,165.404739568024,2095570,1.341646902751996
