Lambdas,N,Train Ppl,Test Ppl,Contexts,Avg Branching
[1.0],1,422.723442162666,384.616437446647,1,1223.0
"[0.3, 0.7]",2,68.18465274558362,60.12213431330118,1223,144.74897792313982
"[0.2, 0.3, 0.5]",3,22.333291562425845,57.58619075436429,176814,6.079722193943918
"[0.1, 0.2, 0.3, 0.4]",4,9.589984558270446,264.0438263319242,1073368,1.9588659248272726
"[0.05, 0.1, 0.2, 0.25, 0.4]",5,5.15066324038971,1613.7831449351106,2095570,1.341646902751996
